id,price
0,6.1522499999999996
1,8.554
2,9.43825
3,7.936125
4,9.128499999999999
5,7.97925
6,7.05425
7,6.792375
8,6.12975
9,6.702500000000001
10,9.319875
11,7.37875
12,8.48975
13,8.262
14,6.65275
15,7.076625
16,7.811999999999999
17,6.35325
18,9.220625000000002
19,9.06025
20,6.744125
21,9.080874999999999
22,9.51825
23,6.72475
24,9.28175
25,7.12575
26,7.14175
27,9.686
28,8.209375
29,8.424
30,6.810875
31,8.441624999999998
32,8.36875
33,6.324624999999999
34,9.711500000000001
35,8.489374999999999
36,9.259999999999998
37,7.6392500000000005
38,9.721874999999999
39,9.576374999999999
40,9.307749999999999
41,8.413375
42,7.15225
43,8.4135
44,7.3785
45,6.268125
46,6.278875
47,9.618375
48,8.910125
49,8.582999999999998
50,7.49775
51,7.1
52,7.72675
53,7.75375
54,6.97775
55,6.73775
56,8.747375
57,9.42075
58,6.666875
59,6.88275
60,7.450125
61,8.445125
62,6.731375
63,7.8001249999999995
64,8.09525
65,7.4515
66,9.305625000000001
67,8.06925
68,7.71175
69,8.086500000000001
70,9.563375
71,6.570875
72,6.7115
73,7.980999999999999
74,6.501125
75,6.777375
76,6.570875
77,9.044625
78,6.6827499999999995
79,7.529249999999999
80,7.847625000000001
81,6.6156250000000005
82,8.36475
83,6.9236249999999995
84,8.30425
85,6.163875000000001
86,7.347375
87,7.041625
88,7.91925
89,8.1995
90,6.522125000000001
91,8.447
92,7.169875
93,6.435125
94,9.197500000000002
95,7.973375000000001
96,6.478875
97,8.068750000000001
98,6.682625000000001
99,6.43825
100,8.789250000000001
101,6.69
102,6.69375
103,9.25125
104,9.315875
105,8.250875
106,8.406875
107,8.17175
108,6.636125
109,6.383624999999999
110,7.462625
111,8.785625
112,9.600875000000002
113,6.4985
114,7.47775
115,6.466125
116,9.093
117,7.6907499999999995
118,6.807625
119,8.401
120,7.442
121,6.396
122,7.93225
123,8.29925
124,8.497124999999999
125,7.75075
126,6.140750000000001
127,8.542874999999999
128,8.688125
129,8.400125
130,8.374500000000001
131,6.767875
132,7.92925
133,6.315250000000001
134,6.617875
135,9.39325
136,7.988375
137,7.639749999999999
138,8.25925
139,7.411375
140,8.7555
141,7.439
142,8.746875
143,6.9403749999999995
144,6.372999999999999
145,8.692874999999999
146,9.528749999999999
147,7.108625
148,6.878
149,7.5455000000000005
150,6.6555
151,8.727125
152,7.9201250000000005
153,7.494624999999999
154,7.7509999999999994
155,7.791375
156,6.08075
157,9.18925
158,6.286250000000001
159,6.801
160,8.3325
161,6.272875
162,7.8205
163,6.560499999999999
164,7.1335
165,6.7375
166,8.368500000000001
167,7.950749999999999
168,6.293375
169,8.277875
170,7.53425
171,8.386625
172,8.685624999999998
173,8.3765
174,8.500374999999998
175,7.1732499999999995
176,6.2285
177,6.3786249999999995
178,7.616375
179,6.93
180,8.547375
181,6.81875
182,7.203125
183,7.4506250000000005
184,8.826625
185,7.135125
186,6.824
187,8.622499999999999
188,6.1308750000000005
189,6.237875
190,6.145375
191,8.636125
192,7.793374999999999
193,8.023375000000001
194,9.537875
195,9.090125
196,8.340375
197,6.241874999999999
198,7.52075
199,8.557
200,8.772749999999998
201,6.656625
202,6.292
203,8.93075
204,8.355374999999999
205,6.664999999999999
206,8.088625
207,6.553625
208,6.213625
209,9.54775
210,8.609375
211,9.281500000000001
212,8.430250000000001
213,6.6545000000000005
214,8.058499999999999
215,6.99925
216,6.884375
217,7.666250000000001
218,7.48125
219,6.4125
220,6.372
221,7.256625
222,8.1595
223,7.518375
224,6.3004999999999995
225,8.962875
226,6.5181249999999995
227,7.925000000000001
228,6.1975
229,9.636875
230,8.4165
231,8.728625
232,6.685124999999999
233,9.004125
234,8.500375
235,8.696875
236,6.266
237,9.578875
238,9.275749999999999
239,9.677125
240,6.508
241,6.97325
242,7.088125
243,7.82925
244,9.17925
245,6.45025
246,8.289750000000002
247,8.36575
248,8.1365
249,6.6274999999999995
250,6.670624999999999
251,7.747375
252,6.357375
253,9.492125000000001
254,9.157874999999999
255,8.700499999999998
256,6.664875
257,6.1625
258,9.645375
259,7.6155
260,6.07925
261,8.777750000000001
262,5.988125
263,7.136374999999999
264,8.490625
265,9.266625000000001
266,6.779625
267,8.725625
268,6.921125
269,9.269625000000001
270,8.8875
271,8.943375
272,7.438375000000001
273,7.019125
274,7.446875
275,6.58525
276,7.227625
277,9.497874999999999
278,8.67475
279,9.1515
280,7.449
281,6.682625
282,7.40225
283,7.173375
284,6.488375
285,6.8149999999999995
286,6.534
287,6.83
288,6.460875
289,7.9275
290,6.793374999999999
291,7.485875
292,9.56425
293,6.627750000000001
294,6.635875
295,8.627125
296,6.643625
297,8.618624999999998
298,8.416875
299,7.198375
300,8.900875
301,7.303125
302,6.964
303,8.9975
304,6.19675
305,6.72825
306,7.412125
307,9.57425
308,9.01025
309,9.07475
310,8.442125
311,6.603125
312,6.6545000000000005
313,8.413375
314,9.082
315,8.476375
316,6.102625
317,9.663499999999999
318,6.533625000000001
319,6.616625
320,8.353124999999999
321,8.644749999999998
322,6.563625
323,9.1875
324,8.423
325,6.672000000000001
326,6.874625
327,9.424
328,6.980124999999999
329,6.360250000000001
330,6.36575
331,8.637125
332,8.252625
333,6.9254999999999995
334,6.640625
335,6.38
336,8.10775
337,8.641375
338,7.346125
339,8.999625
340,7.771375000000001
341,6.873625
342,8.768375
343,8.277375
344,6.975
345,7.336749999999999
346,7.68075
347,6.746125
348,8.266
349,6.828875
350,8.004000000000001
351,8.347000000000001
352,8.507874999999999
353,9.150500000000001
354,9.6485
355,7.85525
356,7.952249999999999
357,9.632249999999999
358,8.125250000000001
359,8.348875
360,9.687125000000002
361,7.475625
362,8.492750000000001
363,7.7162500000000005
364,8.392375000000001
365,7.438625
366,9.620249999999999
367,6.118125
368,9.652000000000001
369,6.347625000000001
370,9.0485
371,7.055875
372,6.531375
373,7.076625
374,8.741875
375,8.504249999999999
376,7.4186250000000005
377,8.93825
378,8.533624999999999
379,8.9075
380,6.267875
381,6.558
382,6.2295
383,8.672625
384,9.649375000000001
385,8.931125
386,6.730125
387,6.921374999999999
388,6.1446250000000004
389,8.116875
390,8.534875000000001
391,6.7235
392,9.644124999999999
393,6.557125
394,6.753125000000001
395,7.912125
396,8.925374999999999
397,6.188000000000001
398,8.275750000000002
399,9.09
400,6.773125
401,9.66725
402,8.78875
403,9.6695
404,7.216875
405,8.149125
406,8.19675
407,8.4465
408,8.720749999999999
409,8.441375
410,9.010875
411,6.95975
412,7.757
413,8.5685
414,8.375124999999999
415,6.760625
416,6.922000000000001
417,6.754625
418,7.136375
419,7.463
420,8.425374999999999
421,8.922875
422,6.781499999999999
423,7.56925
424,8.280750000000001
425,6.187125
426,7.512625
427,8.492625
428,8.662375
429,8.852250000000002
430,7.445875
431,7.73175
432,8.807375
433,8.074625000000001
434,6.59925
435,6.36125
436,6.58275
